,drug,text,dcpl,flint
359,Vicodin,Taking certain products together can cause you to get too much acetaminophen which can lead to a fatal overdose.,"

[
  {
    ""event"": ""#products"",
    ""reaction"": {
      ""plus"": ""acetaminophen"",
      ""minus"": null
    },
    ""alias"": null
  },
  {
    ""event"": null,
    ""reaction"": {
      ""plus"": ""overdose.fatal"",
      ""minus"": null
    },
    ""alias"": null
  },
  {
    ""compound"": ""product combination"",
    ""params"": [],
    ""content"": [
      {
        ""event"": ""#products"",
        ""reaction"": {
          ""plus"": ""acetaminophen"",
          ""minus"": null
        },
        ""alias"": null
      },
      {
        ""event"": null,
        ""reaction"": {
          ""plus"": ""overdose.fatal"",
          ""minus"": null
        },
        ""alias"": null
      }
    ]
  }
]","

Act combine-products
Actor person
Recipient person
Post-condition too-much-acetaminophen(person)
Violation-condition fatal-overdose(person)"
360,Prinivil,Do not take Prinivil within 36 hours before or after taking medicine that contains sacubitril (such as Entresto).,"

[
  {
    ""violation"": {
      ""expression"": ""taking Prinivil within 36 hours before or after taking medicine containing sacubitril"",
      ""event"": ""#declare_violation"",
      ""alias"": ""Prinivil.violation""
    },
    ""position"": ""violation"",
    ""holder"": ""patient"",
    ""action"": ""#declare_violation"",
    ""consequence"": {
      ""plus"": ""Prinivil.violation""
    },
    ""alias"": ""Prinivil.violation""
  },
  {
    ""compound"": ""Medicine containing sacubitril"",
    ""params"": [
      ""Entresto""
    ],
    ""content"": [
      {
        ""entity"": ""Medicine containing sacubitril"",
        ""in"": {
          ""atomic_object"": ""medicine with sacubitril""
        }
      }
    ]
  },
  {
    ""position"": ""duty"",
    ""holder"": ""patient"",
    ""counterparty"": null,
    ""action"": {
      ""entity"": ""Prinivil"",
      ""in"": null,
      ""out"": null
    },
    ""violation"": {
      ""expression"": ""taking Prinivil within 36 hours before or after taking medicine with sacubitril"",
      ""event"": {
        ""entity"": ""Prinivil"",
        ""in"": null
      }
    },
    ""termination"": null
  }
]","

Act do-not-take-prinivil
Actor patient
Precondition NOT(sacubitril)
Postcondition NOT(prinivil)"
361,Prinivil,You may also need to avoid taking Prinivil with aliskiren if you have kidney disease.,"
[
  {
    ""position"": ""duty"",
    ""holder"": ""d1.counterparty"",
    ""action"": ""#declare_violation"",
    ""consequence"": {
      ""plus"": ""d1.violation""
    }
  },
  {
    ""position"": ""power"",
    ""holder"": ""kidney_disease"",
    ""action"": {
      ""entity"": ""d1.counterparty"",
      ""in"": ""medication_users""
    },
    ""consequence"": {
      ""plus"": ""d1.violation""
    }
  },
  {
    ""compound"": ""medication_interaction"",
    ""params"": [
      ""Prinivil"",
      ""aliskiren""
    ],
    ""content"": [
      {
        ""position"": ""power"",
        ""holder"": ""medication_interaction"",
        ""action"": {
          ""entity"": ""d1.counterparty"",
          ""in"": ""medication_users""
        },
        ""consequence"": {
          ""minus"": ""medication_interaction""
        }
      }
    ]
  }
]","

Fact Prinivil Avoided by String Placeholder aliskiren For person Fact kidney - disease Identified by person Duty avoid - taking - Prinivil Holder person Claimant person Violated when kidney - disease ( person ) Act avoid Actor person Recipient aliskiren Creates avoid - taking - Prinivil ( person , aliskiren )"
362,Prinivil,"Call your doctor if you have ongoing vomiting or diarrhea, or if you are sweating more than usual. You can easily become dehydrated while taking Prinivil. This can lead to very low blood pressure, an electrolyte imbalance, or kidney failure.","


[
    {
        ""event"": {
            ""reference"": ""#ongoing_vomiting"",
            ""refinement"": {},
            ""alias"": null
        },
        ""reaction"": {
            ""plus"": null,
            ""minus"": {
                ""reference"": ""#call_doctor"",
                ""refinement"": {},
                ""alias"": null
            }
        },
        ""alias"": null
    },
    {
        ""event"": {
            ""reference"": ""#ongoing_diarrhea"",
            ""refinement"": {},
            ""alias"": null
        },
        ""reaction"": {
            ""plus"": null,
            ""minus"": {
                ""reference"": ""#call_doctor"",
                ""refinement"": {},
                ""alias"": null
            }
        },
        ""alias"": null
    },
    {
        ""event"": {
            ""reference"": ""#unusual_sweating"",
            ""refinement"": {},
            ""alias"": null
        },
        ""reaction"": {
            ""plus"": null,
            ""minus"": {
                ""reference"": ""#call_doctor"",
                ""refinement"": {},
                ""alias"": null
            }
        },
        ""alias"": null
    },
    {
        ""condition"": {
            ""reference"": ""#taking_Prinivil"",
            ""refinement"": {},
            ""alias"": null
        },
        ""conclusion"": {
            ""reference"": ""#dehydration"",
            ""refinement"": {},
            ""alias"": null
        },
        ""alias"": null
    },
    {
        ""condition"": {
            ""reference"": ""#dehydration"",
            ""refinement"": {},
            ""alias"": null
        },
        ""conclusion"": {
            ""plus"": {
                ""reference"": ""#low_blood_pressure"",
                ""refinement"": {},
                ""alias"": null
            },
            ""minus"": null
        },
        ""alias"": null
    },
    {
        ""condition"": {
            ""reference"": ""#dehydration"",
            ""refinement"": {},
            ""alias"": null
        },
        ""conclusion"": {
            ""plus"": {
                ""reference"": ""#electrolyte_imbalance"",
                ""refinement"": {},
                ""alias"": null
            },
            ""minus"": null
        },
        ""alias"": null
    },
    {
        ""condition"": {
            ""reference"": ""#dehydration"",
            ""refinement"": {},
            ""alias"": null
        },
        ""conclusion"": {
            ""plus"": {
                ""reference"": ""#kidney_failure"",
                ""refinement"": {},
                ""alias"": null
            },
            ""minus"": null
        },
        ""alias"": null
    }
]","

Act call - doctor
Actor self
Recipient doctor
Precondition ongoing - vomiting || ongoing - diarrhea || sweating - more - than - usual
Postcondition dehydrated ( self ) || very - low - blood - pressure ( self ) || electrolyte - imbalance ( self ) || kidney - failure ( self )
Fact taking Identified by self
Fact dehydrated Identified by self
Fact very - low - blood - pressure Identified by self
Fact electrolyte - imbalance Identified by self
Fact kidney - failure Identified by self"
363,Prinivil,"Lisinopril can harm your kidneys, especially if you also use certain medicines for infections, cancer, or osteoporosis.","

[
  {
    ""condition"": {
      ""reference"": ""medicine"",
      ""refinement"": {
        ""compound"": ""Lisinopril"",
        ""params"": [
          ""infections"",
          ""cancer"",
          ""osteoporosis""
        ]
      }
    },
    ""conclusion"": {
      ""reference"": ""kidney damage""
    }
  },
  {
    ""position"": ""duty"",
    ""holder"": ""medicine"",
    ""counterparty"": ""patient"",
    ""action"": {
      ""reference"": ""medicine"",
      ""refinement"": {
        ""compound"": ""Lisinopril"",
        ""params"": [
          ""infections"",
          ""cancer"",
          ""osteoporosis""
        ]
      }
    },
    ""violation"": {
      ""expression"": ""may cause harm to"",
      ""event"": {
        ""reference"": ""kidney damage""
      }
    },
    ""termination"": {
      ""expression"": ""may cause harm to"",
      ""event"": {
        ""reference"": ""kidney damage""
      }
    }
  },
  {
    ""compound"": ""medicine"",
    ""params"": [
      ""Lisinopril""
    ],
    ""content"": [
      {
        ""condition"": {
          ""reference"": ""medicine"",
          ""refinement"": {
            ""compound"": ""Lisinopril"",
            ""params"": [
              ""infections"",
              ""cancer"",
              ""osteoporosis""
            ]
          }
        },
        ""conclusion"": {
          ""reference"": ""kidney damage""
        }
      }
    ]
  }
]","

Fact medicine Identified by String Placeholder lisinopril Fact harm - kidneys Identified by medicine Fact infection - medicine Identified by String Placeholder infection Fact cancer - medicine Identified by String Placeholder cancer Fact osteoporosis - medicine Identified by String Placeholder osteoporosis Holds when infection - medicine ( lisinopril ) || cancer - medicine ( lisinopril ) || osteoporosis - medicine ( lisinopril )"
364,Prinivil,"Get emergency medical help if you have signs of an allergic reaction to Prinivil: severe stomach pain, hives, difficult breathing, swelling of your face, lips, tongue, or throat.","


{
  ""$schema"": ""http://json-schema.org/draft/2020-12/schema"",
  ""title"": ""DPCL"",
  ""description"": ""This document records a subset of instructions of a DPCL program"",
  ""type"": ""array"",
  ""items"": {
    ""$ref"": ""#/$defs/directive""
  },
  ""minItems"": 0,
  ""$defs"": {
    ""external_expression"": {
      ""type"": ""string""
    },
    ""atomic_object"": {
      ""type"": ""string"",
      ""pattern"": ""^(\\*|(~)?[a-z][_\\-a-zA-Z0-9]*)$""
    },
    ""atomic_params"": {
      ""anyOf"": [
        {
          ""$ref"": ""#/$defs/atomic_event""
        },
        {
          ""$ref"": ""#/$defs/atomic_object""
        }
      ]
    },
    ""power_position"": {
      ""type"": ""string"",
      ""pattern"": ""^(power|liability|disability|immunity)$""
    },
    ""deontic_position"": {
      ""type"": ""string"",
      ""pattern"": ""^(duty|prohibition|liberty|claim|protection|no-claim)$""
    },
    ""refinement"": {
      ""type"": ""object""
    },
    ""refined_object"": {
      ""type"": ""object"",
      ""properties"": {
        ""reference"": {
          ""$ref"": ""#/$defs/atomic_object""
        },
        ""refinement"": {
          ""$ref"": ""#/$defs/refinement""
        },
        ""alias"": {
          ""$ref"": ""#/$defs/atomic_object""
        }
      }
    },
    ""object"": {
      ""anyOf"": [
        {
          ""$ref"": ""#/$defs/atomic_object""
        },
        {
          ""$ref"": ""#/$defs/refined_object""
        },
        {
          ""$ref"": ""#/$defs/power_frame""
        },
        {
          ""$ref"": ""#/$defs/deontic_frame""
        }
      ]
    },
    ""atomic_event"": {
      ""type"": ""string"",
      ""pattern"": ""^(~)?#[a-z][_a-zA-Z0-9]*$""
    },
    ""refined_event"": {
      ""type"": ""object"",
      ""properties"": {
        ""reference"": {
          ""$ref"": ""#/$defs/atomic_event""
        },
        ""refinement"": {
          ""$ref"": ""#/$defs/refinement""
        },
        ""alias"": {
          ""$ref"": ""#/$defs/atomic_event""
        }
      },
      ""required"": [
        ""reference"",
        ""refinement""
      ],
      ""additionalProperties"": false
    },
    ""transition_event"": {
      ""anyOf"": [
        {
          ""$ref"": ""#/$defs/production_event""
        },
        {
          ""$ref"": ""#/$defs/naming_event""
        }
      ]
    },
    ""production_event"": {
      ""type"": ""object"",
      ""properties"": {
        ""plus"": {
          ""$ref"": ""#/$defs/object""
        },
        ""minus"": {
          ""$ref"": ""#/$defs/object""
        }
      },
      ""oneOf"": [
        {
          ""required"": [
            ""plus""
          ]
        },
        {
          ""required"": [
            ""minus""
          ]
        }
      ],
      ""additionalProperties"": false
    },
    ""naming_event"": {
      ""type"": ""object"",
      ""properties"": {
        ""entity"": {
          ""$ref"": ""#/$defs/object""
        },
        ""in"": {
          ""$ref"": ""#/$defs/object""
        },
        ""out"": {
          ""$ref"": ""#/$defs/object""
        }
      },
      ""oneOf"": [
        {
          ""required"": [
            ""entity"",
            ""in""
          ]
        },
        {
          ""required"": [
            ""entity"",
            ""out""
          ]
        }
      ],
      ""additionalProperties"": false
    },
    ""event"": {
      ""oneOf"": [
        {
          ""$ref"": ""#/$defs/atomic_event""
        },
        {
          ""$ref"": ""#/$defs/refined_event""
        },
        {
          ""$ref"": ""#/$defs/transition_event""
        },
        {
          ""$ref"": ""#/$defs/naming_event""
        }
      ]
    },
    ""transformational_rule"": {
      ""type"": ""object"",
      ""properties"": {
        ""condition"": {
          ""$ref"": ""#/$defs/object""
        },
        ""conclusion"": {
          ""$ref"": ""#/$defs/object""
        },
        ""alias"": {
          ""$ref"": ""#/$defs/atomic_object""
        }
      },
      ""required"": [
        ""condition"",
        ""conclusion""
      ],
     ","

Fact emergency - medical - help Identified by person Placeholder Holder person Claimant person Violated when signs - of - allergic - reaction ( person ) Duty emergency - medical - help ( person ) Fact Prinivil Identified by person Scenario emergency - medical - help If severe - stomach - pain ( person ) And hives ( person ) And difficult - breathing ( person ) And swelling - of - face ( person ) And swelling - of - lips ( person ) And swelling - of - tongue ( person ) And swelling - of - throat ( person ) Act get - medical - help Actor person Recipient person Creates emergency - medical - help ( person )"
365,Qbrelis,Do not use if you are pregnant. Stop using Qbrelis and tell your doctor right away if you become pregnant.,"

{
  ""pregnant"": {
    ""position"": ""disability"",
    ""holder"": ""~#pregnant"",
    ""action"": ""~#use"",
    ""violation"": {
      ""expression"": ""~Qbrelis"",
      ""event"": ""#stop_use""
    },
    ""termination"": {
      ""event"": ""+#tell_doctor"",
      ""reaction"": {
        ""entity"": ""#pregnant"",
        ""out"": ""#become_pregnant""
      }
    }
  }
}","

Fact pregnant Identified by String Placeholder person Duty do - not - use Holder person Claimant person Violated when pregnant ( person ) Act stop - using Actor person Recipient person Creates pregnant ( person ) Terminates do - not - use ( person ) Fact pregnant Identified by String Placeholder person Fact using Identified by person Duty tell - doctor Holder person Claimant person Violated when pregnant ( person ) Act tell Actor person Recipient person Terminates using ( person ) Creates pregnant ( person )"
366,Qbrelis,"You should not use Qbrelis if you are allergic to it or to any other ACE (angiotensin converting enzyme) inhibitor such as captopril, fosinopril, enalapril, benazepril, moexipril, perindopril, quinapril, ramipril, or trandolapril.","

[
  {
    ""condition"": {
      ""plus"": {
        ""atomic_object"": ""allergic to Qbrelis""
      },
      ""minus"": {
        ""atomic_object"": ""allergic to ACE-inhibitors""
      }
    },
    ""conclusion"": {
      ""minus"": {
        ""power_frame"": {
          ""position"": ""duty"",
          ""holder"": {
            ""atomic_object"": ""individuals""
          },
          ""action"": {
            ""event"": {
              ""reference"": ""allergic to Qbrelis"",
              ""refinement"": {},
              ""alias"": null
            }
          },
          ""consequence"": {
            ""transition_event"": {
              ""production_event"": {
                ""minus"": {
                  ""atomic_object"": {
                    ""literal"": ""Qbrelis""
                  }
                }
              }
            }
          },
          ""alias"": null
        }
      }
    },
    ""alias"": null
  },
  {
    ""event"": {
      ""transition_event"": {
        ""naming_event"": {
          ""entity"": {
            ""atomic_object"": ""allergic reaction""
          },
          ""in"": {
            ""atomic_object"": ""violation""
          }
        }
      }
    },
    ""reaction"": {
      ""naming_event"": {
        ""entity"": {
          ""atomic_object"": ""Qbrelis.duty""
        },
        ""out"": {
          ""atomic_object"": ""violation""
        }
      }
    },
    ""alias"": null
  }
]","

Scenario: Qbrelis Usage
Act-type: Use Qbrelis
Actor: Person
Recipient: Qbrelis
Post-conditions: None
Duty-type: Avoid Qbrelis Usage
Holder: Person
Claimant: Qbrelis
Violation conditions: Person is allergic to Qbrelis or any other ACE inhibitor
Transition: Use Qbrelis
Facts:
- Fact person Identified by Person
- Fact allergic Identified by Person
- Fact ACE - inhibitor Identified by String
- Fact captopril Identified by String
- Fact fosinopril Identified by String
- Fact enalapril Identified by String
- Fact benazepril Identified by String
- Fact moexipril Identified by String
- Fact perindopril Identified by String
- Fact quinapril Identified by String
- Fact ramipril Identified by String
- Fact trandolapril Identified by String
- Fact use - Qbrelis Identified by Person * Qbrelis
- Fact avoid - Qbrelis - usage Identified by Person * Qbrelis
- Fact allergic - to - Qbrelis Identified by Person * Qbrelis
- Fact allergic - to - ACE - inhibitor Identified by Person * String
Derivation clauses:
- Fact use - Qbrelis
- Fact avoid - Qbrelis - usage
- Fact allergic - to - Qbrelis
- Fact allergic - to - ACE - inhibitor
Invariants:
- Invariant use - Qbrelis ==> NOT avoid - Qbrelis - usage
- Invariant allergic - to - Qbrelis ==> NOT use - Qbrelis
- Invariant allergic - to - ACE - inhibitor ==> NOT use - Qbrelis
- Invariant allergic - to - ACE - inhibitor ==> NOT avoid - Qbrelis - usage
Compliance:
- Action-compliant if NOT use - Qbrelis
- Duty-compliant if NOT avoid - Qbrelis - usage
Scenario assessment:
- Evaluate scenario for action and duty compliance based on initial configuration (e.g. Person is not allergic to Qbrelis or any other ACE inhibitor)
Trace recording:
- Trace record of normative positions and relations, aiding in reproducing and explaining decision-making processes."
367,Qbrelis,Do not take Qbrelis within 36 hours before or after taking medicine that contains sacubitril (such as Entresto).,"

[
  {
    ""position"": ""duty"",
    ""holder"": ""Qbrelis"",
    ""counterparty"": ""any"",
    ""action"": {
      ""reference"": ""take"",
      ""refinement"": {
        ""target"": ""Qbrelis"",
        ""time"": ""36 hours"",
        ""condition"": {
          ""reference"": ""before"",
          ""refinement"": {
            ""medicine"": ""sacubitril""
          }
        },
        ""alias"": ""do_not_take""
      },
      ""alias"": ""do_not_take""
    },
    ""violation"": {
      ""expression"": ""any"",
      ""event"": {
        ""reference"": ""take"",
        ""refinement"": {
          ""target"": ""Qbrelis"",
          ""time"": ""36 hours"",
          ""condition"": {
            ""$or"": [
              {
                ""reference"": ""before"",
                ""refinement"": {
                  ""medicine"": ""sacubitril""
                }
              },
              {
                ""reference"": ""after"",
                ""refinement"": {
                  ""medicine"": ""sacubitril""
                }
              }
            ]
          }
        },
        ""alias"": ""do_not_take""
      },
      ""alias"": ""do_not_take""
    },
    ""termination"": {
      ""expression"": ""any"",
      ""event"": {
        ""reference"": ""take"",
        ""refinement"": {
          ""target"": ""Qbrelis"",
          ""time"": ""36 hours"",
          ""condition"": {
            ""$or"": [
              {
                ""reference"": ""before"",
                ""refinement"": {
                  ""medicine"": ""sacubitril""
                }
              },
              {
                ""reference"": ""after"",
                ""refinement"": {
                  ""medicine"": ""sacubitril""
                }
              }
            ]
          }
        },
        ""alias"": ""do_not_take""
      }
    },
    ""alias"": ""do_not_take""
  }
]","

Act do-not-take-qbrelis
Actor patient
Recipient doctor
Post-condition NOT(take qbrelis within 36 hours before or after taking (medicine containing sacubitril))"
368,Qbrelis,"Get emergency medical help if you have signs of an allergic reaction: severe stomach pain, hives, difficult breathing, swelling of your face, lips, tongue, or throat.","

[
  {
    ""event"": ""#allergic_reaction"",
    ""reaction"": {
      ""entity"": ""#emergency_medical_help"",
      ""out"": {
        ""plus"": {
          ""reference"": ""#severe_stomach_pain"",
          ""in"": ""#allergic_reaction""
        },
        ""minus"": {
          ""reference"": ""#hives"",
          ""in"": ""#allergic_reaction""
        }
      }
    }
  },
  {
    ""event"": ""#allergic_reaction"",
    ""reaction"": {
      ""entity"": ""#emergency_medical_help"",
      ""out"": {
        ""plus"": {
          ""reference"": ""#difficult_breathing"",
          ""in"": ""#allergic_reaction""
        },
        ""minus"": {
          ""reference"": ""#swelling"",
          ""in"": ""#allergic_reaction""
        }
      }
    }
  },
  {
    ""event"": ""#swelling"",
    ""reaction"": {
      ""entity"": ""#emergency_medical_help"",
      ""out"": {
        ""plus"": {
          ""reference"": ""#face"",
          ""in"": ""#swelling""
        },
        ""minus"": {
          ""reference"": ""#lips"",
          ""in"": ""#swelling""
        }
      }
    }
  },
  {
    ""event"": ""#swelling"",
    ""reaction"": {
      ""entity"": ""#emergency_medical_help"",
      ""out"": {
        ""plus"": {
          ""reference"": ""#tongue"",
          ""in"": ""#swelling""
        },
        ""minus"": {
          ""reference"": ""#throat"",
          ""in"": ""#swelling""
        }
      }
    }
  }
]","

Fact signs of allergic reaction Identified by String Placeholder stomach pain For person Placeholder hives For person Placeholder difficult breathing For person Placeholder swelling of face For person Placeholder swelling of lips For person Placeholder swelling of tongue For person Placeholder swelling of throat For person Act get emergency medical help Actor Placeholder Placeholder Placeholder Placeholder Placeholder Placeholder Recipient Placeholder Placeholder Placeholder Placeholder Placeholder Placeholder Creates emergency medical help (Placeholder, Placeholder) Holds when signs of allergic reaction (stomach pain, hives, difficult breathing, swelling of face, swelling of lips, swelling of tongue, swelling of throat)"
369,Qbrelis,Your blood pressure will need to be checked often and you may need frequent blood tests.,"

[
  {
    ""event"": ""#check_bp"",
    ""reaction"": {
      ""plus"": ""frequent_bp_tests""
    }
  },
  {
    ""condition"": ""#frequent_bp_tests"",
    ""conclusion"": ""#bp_check""
  },
  {
    ""reference"": ""bp_checked"",
    ""refinement"": {
      ""type"": ""string"",
      ""pattern"": ""^(bp_checked by medical professional)$""
    }
  },
  {
    ""position"": ""right to have blood pressure checked frequently"",
    ""holder"": ""medical professional"",
    ""action"": ""#bp_check""
  },
  {
    ""compound"": ""blood pressure monitoring"",
    ""params"": [
      ""frequent blood tests"",
      ""regular checks""
    ]
  }
]","

Fact blood_pressure_check Identified by person Fact blood_test Identified by person Frequency Often Frequency Frequent Act check - blood - pressure Actor person Creates blood_pressure_check ( person ) Act blood - test Actor person Creates blood_test ( person )"
370,Zocor,"Before taking Zocor, tell your doctor if you have ever had liver or kidney disease, diabetes, or a thyroid disorder, if you are of Chinese descent, or if you drink more than 2 alcoholic beverages daily.","

{
  ""condition"": {
    ""plus"": [
      {
        ""entity"": ""Zocor""
      }
    ],
    ""minus"": []
  },
  ""conclusion"": {
    ""event"": {
      ""plus"": [
        {
          ""entity"": ""TellDoctor""
        },
        {
          ""entity"": ""Liver disease""
        },
        {
          ""entity"": ""Kidney disease""
        },
        {
          ""entity"": ""Diabetes""
        },
        {
          ""entity"": ""Thyroid disorder""
        },
        {
          ""entity"": ""Chinese descent""
        },
        {
          ""entity"": ""Consuming more than 2 alcoholic beverages daily""
        }
      ],
      ""minus"": []
    }
  }
}","

Type Declaration:
Person Identified by String

Scenario:
Act-Type: Tell Doctor
Actor: Person
Recipient: Doctor
Post-Conditions: 
- Person has ever had liver or kidney disease
- Person has diabetes
- Person has a thyroid disorder
- Person is of Chinese descent
- Person drinks more than 2 alcoholic beverages daily

Abstract Syntax:
Type Declaration: Person

Example Specification:
Child-Parent Homework Norm

Type Redefinition:
Person (specific to medical history)

Scripts:
Statements:
- Person tells doctor about medical history
Queries:
- Is person of Chinese descent?
- Does person drink more than 2 alcoholic beverages daily?

Input Files:
- Type declarations
- Domain-specific type redefinitions
- Initialization statements
- Scenario statements

Facts and Configurations:
Facts:
- Person has liver or kidney disease
- Person has diabetes
- Person has a thyroid disorder
- Person is of Chinese descent
- Person drinks more than 2 alcoholic beverages daily
Configurations:
- Institutional model at a moment in time

Derivation Clauses:
Type Declaration:
- Person has ever had liver or kidney disease (Boolean expression)
- Person has diabetes (Boolean expression)
- Person has a thyroid disorder (Boolean expression)
- Person is of Chinese descent (Boolean expression)
- Person drinks more than 2 alcoholic beverages daily (Boolean expression)

Fact Types:
- Derived Fact: Person has ever had liver or kidney disease
- Postulated Fact: Person has diabetes

Act-Types:
- Tell Doctor
Performing Actor: Person
Recipient Actor: Doctor
Post-Conditions:
- Person has ever had liver or kidney disease
- Person has diabetes
- Person has a thyroid disorder
- Person is of Chinese descent
- Person drinks more than 2 alcoholic beverages daily

Duty-Types:
- Duty-Tell Doctor
Duty Holder: Person
Claimant: Doctor
Violation Conditions:
- Person has ever had liver or kidney disease
- Person has diabetes
- Person has a thyroid disorder
- Person is of Chinese descent
- Person drinks more than 2 alcoholic beverages daily

Transitions:
- Tell Doctor triggers a transition, changing institutional views by creating or terminating facts

Actions vs. Events:
Actions have performing and recipient actors, while events lack these actors.

Invariants:
- The language supports invariants that must hold true in every reachable configuration.

Violations:
- Invariant violations are reported to identify inconsistencies in specifications.

Compliance:
- A trace can be action-compliant, duty-compliant, both, or neither.

Scenario Assessment:
- Evaluate scenario for action and duty compliance based on the initial configuration.

Trace Recording:
- Traces record normative positions and relations, aiding in reproducing and explaining decision-making processes.

Negative Boolean Sentences:
- Annotated using NOT(...)

Concrete Example of eFlint Annotated Text:
Fact Person Identified by String Placeholder
Precondition: Person has taken Zocor
Fact Liver or Kidney Disease Identified by Person
Fact Diabetes Identified by Person
Fact Thyroid Disorder Identified by Person
Fact Chinese Descent Identified by Person
Fact Alcoholic Beverage Identified by Person
Fact More than 2 Identified by Person
Act Tell Doctor
Actor: Person
Recipient: Doctor
Post-Conditions:
- Person has ever had liver or kidney disease
- Person has diabetes
- Person has a thyroid disorder
- Person is of Chinese descent
- Person drinks more than 2 alcoholic beverages daily
Holds when Person (person) || Liver or Kidney Disease (person) || Diabetes (person) || Thyroid Disorder (person) || Chinese Descent (person) || Alcoholic Beverage (person) || More than 2 (person)"
371,Zocor,Grapefruit and grapefruit juice may interact with simvastatin and lead to potentially dangerous effects. Do not consume grapefruit products while taking this medication.,"

{
  ""condition"": {
    ""plus"": ""grapefruit"",
    ""minus"": ""grapefruit juice""
  },
  ""conclusion"": ""potentially dangerous effects""
},
{
  ""event"": ""#taking_medication"",
  ""reaction"": {
    ""entity"": ""product"",
    ""in"": ""grapefruit""
  }
},
{
  ""position"": ""duty"",
  ""holder"": ""#taking_medication"",
  ""counterparty"": {
    ""reference"": ""product"",
    ""refinement"": ""interaction with simvastatin""
  },
  ""action"": {
    ""entity"": ""product"",
    ""in"": ""grapefruit""
  },
  ""violation"": {
    ""expression"": ""interaction with simvastatin"",
    ""event"": ""#do_not_consume""
  },
  ""termination"": {
    ""expression"": ""interaction with simvastatin"",
    ""event"": ""#do_not_consume""
  }
}","

Type interaction 
Type grapefruit 
Type grapefruit juice 
Type simvastatin 
Type potentially dangerous 
Type medication 

Fact interaction 
Identified by grapefruit * simvastatin 
Identified by grapefruit juice * simvastatin 
Holds when potentially dangerous ( grapefruit * simvastatin ) || potentially dangerous ( grapefruit juice * simvastatin ) 

Duty do not consume 
Holder medication 
Claimant self 
Violated when interaction ( grapefruit * simvastatin ) || interaction ( grapefruit juice * simvastatin ) 

Act avoid consumption 
Actor self 
Recipient medication 
Terminates do not consume ( self ) 
Holds when do not consume ( self )"
372,Zocor,"Get emergency medical help if you have signs of an allergic reaction to Zocor: (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling).","

{
  ""condition"": {
    ""atomic_event"": ""#check_allergy"",
    ""refinement"": {
      ""reference"": ""#/$defs/power_frame"",
      ""refinement"": {
        ""position"": ""immunity"",
        ""action"": ""#call_emergency"",
        ""consequence"": {
          ""compound"": ""#severe_skin_reaction"",
          ""params"": [
            ""#fever"",
            ""#sore_throat"",
            ""#burning_eyes"",
            ""#skin_pain"",
            ""#red_skin_rash"",
            ""#purple_skin_rash"",
            ""#blistering"",
            ""#peeling""
          ]
        }
      }
    }
  },
  ""conclusion"": {
    ""atomic_event"": ""#call_emergency""
  }
}","

Act get - emergency - medical - help 
Actor patient 
Recipients not ( allergic - reaction ( patient ) || severe - skin - reaction ( patient ) ) 
Post - condition not ( allergic - reaction ( patient ) || severe - skin - reaction ( patient ) ) 
Holds when not ( allergic - reaction ( patient ) || severe - skin - reaction ( patient ) ) 
Fact allergic - reaction Identified by patient 
Holds when allergic - reaction ( patient ) 
Fact severe - skin - reaction Identified by patient 
Holds when severe - skin - reaction ( patient ) 
Duty report - reaction Holder patient Claimant doctor 
Violated when ( allergic - reaction ( patient ) || severe - skin - reaction ( patient ) ) 
Act report - reaction Actor doctor Recipient patient 
Terminates report - reaction ( doctor , patient ) 
Holds when report - reaction ( doctor , patient ) 
Fact hives Identified by patient 
Holds when hives ( patient ) 
Fact difficult - breathing Identified by patient 
Holds when difficult - breathing ( patient ) 
Fact swelling - in - face Identified by patient 
Holds when swelling - in - face ( patient ) 
Fact swelling - in - throat Identified by patient 
Holds when swelling - in - throat ( patient ) 
Fact severe - skin - reaction Identified by patient 
Holds when severe - skin - reaction ( patient ) 
Fact fever Identified by patient 
Holds when fever ( patient ) 
Fact sore - throat Identified by patient 
Holds when sore - throat ( patient ) 
Fact burning - eyes Identified by patient 
Holds when burning - eyes ( patient ) 
Fact skin - pain Identified by patient 
Holds when skin - pain ( patient ) 
Fact red - skin - rash Identified by patient 
Holds when red - skin - rash ( patient ) 
Fact purple - skin - rash Identified by patient 
Holds when purple - skin - rash ( patient ) 
Fact blistering Identified by patient 
Holds when blistering ( patient ) 
Fact peeling Identified by patient 
Holds when peeling ( patient )"
